Number,Frequency,Species,genus_species,timetree_species,taxon_id,manual_taxon_id,taxon_id_final,genus,domain,kingdom,phylum_division,class,time_to_common_ancestor_with_humans,num_swissprot_seqs,num_trembl_seqs,uniref100_count,uniref90_count,uniref50_count,time to ancestor Homo sapiens,time to ancestor Mus musculus,time to ancestor Arabidopsis thaliana,time to ancestor Rattus norvegicus,time to ancestor Saccharomyces cerevisiae,time to ancestor Bos taurus,time to ancestor Schizosaccharomyces pombe,time to ancestor Caenorhabditis elegans,time to ancestor Bacillus subtilis,time to ancestor Oryza sativa,time to ancestor Dictyostelium discoideum,time to ancestor Drosophila melanogaster,time to ancestor Danio rerio,time to ancestor Gallus gallus,time to ancestor Mycobacterium tuberculosis,time to ancestor Pongo abelii,time to ancestor Salmonella,time to ancestor Methanocaldococcus jannaschii,time to ancestor Xenopus tropicalis,time to ancestor Haemophilus influenzae,time to ancestor Escherichia coli,time to ancestor Sus scrofa,time to ancestor Macaca fascicularis,time to ancestor Candida albicans,time to ancestor Synechocystis,time to ancestor Archaeoglobus fulgidus,time to ancestor Emericella nidulans,time to ancestor Vibrio cholerae,time to ancestor Staphylococcus aureus,time to ancestor Ashbya,time to ancestor Kluyveromyces lactis,time to ancestor Acanthamoeba polyphaga,time to ancestor Oryctolagus cuniculus,time to ancestor Aspergillus fumigatus,time to ancestor Rhizobium meliloti,time to ancestor Neurospora crassa,time to ancestor Canis lupus,time to ancestor Zea mays,time to ancestor Toxoplasma gondii,time to ancestor Plasmodium falciparum,time to ancestor Anopheles gambiae,time to ancestor Monodelphis domestica,time to ancestor Gorilla gorilla,time to ancestor Chlamydomonas reinhardtii,time to ancestor Ambystoma mexicanum,time to ancestor Schmidtea mediterranea,time to ancestor Apis mellifera,time to ancestor Streptomyces coelicolor,time to ancestor Pectobacterium atrosepticum,time to ancestor Aquifex aeolicus,time to ancestor Pasteurella multocida,time to ancestor Shigella flexneri,time to ancestor Bacillus anthracis,time to ancestor Photorhabdus laumondii,time to ancestor Halalkalibacterium halodurans,time to ancestor Klebsiella pneumoniae,time to ancestor Enterobacter,time to ancestor Yersinia pestis,time to ancestor Nostoc,time to ancestor Pan troglodytes,time to ancestor Mycoplasma pneumoniae,time to ancestor Citrobacter koseri,time to ancestor Serratia proteamaculans,time to ancestor Yarrowia lipolytica,time to ancestor Sinorhizobium fredii,time to ancestor Agrobacterium,time to ancestor Shewanella oneidensis,time to ancestor Debaryomyces hansenii,time to ancestor Treponema pallidum,time to ancestor Cronobacter sakazakii,time to ancestor Methanothermobacter thermautotrophicus,time to ancestor Listeria monocytogenes,time to ancestor Pseudomonas aeruginosa,time to ancestor Helicobacter pylori,time to ancestor Ralstonia solanacearum,time to ancestor Photobacterium profundum,time to ancestor Neisseria meningitidis,time to ancestor Mycolicibacterium smegmatis,time to ancestor Rickettsia prowazekii,time to ancestor Brucella melitensis,time to ancestor Caulobacter vibrioides,time to ancestor Aliivibrio fischeri,time to ancestor Bacillus licheniformis,time to ancestor Thermotoga maritima,time to ancestor Clostridium acetobutylicum,time to ancestor Xanthomonas campestris,time to ancestor Oceanobacillus iheyensis,time to ancestor Lactococcus lactis,time to ancestor Corynebacterium glutamicum,time to ancestor Erwinia tasmaniensis,time to ancestor Sodalis glossinidius,time to ancestor Xylella fastidiosa,time to ancestor Deinococcus radiodurans,time to ancestor Chromobacterium violaceum,time to ancestor Methanosarcina acetivorans,time to ancestor Bordetella pertussis,time to ancestor Geobacillus kaustophilus,time to ancestor Acinetobacter baylyi,time to ancestor Pyrococcus furiosus,time to ancestor Solanum lycopersicum,time to ancestor Nicotiana tabacum,time to ancestor Proteus mirabilis,time to ancestor Alkalihalobacillus clausii,time to ancestor Thermosynechococcus vestitus,time to ancestor Pyrococcus horikoshii,time to ancestor Synechococcus elongatus,time to ancestor Halobacterium salinarum,time to ancestor Saccharolobus solfataricus,time to ancestor Lactiplantibacillus plantarum,time to ancestor Cupriavidus necator,time to ancestor Campylobacter jejuni,time to ancestor Rhodopseudomonas palustris,time to ancestor Cereibacter sphaeroides,time to ancestor Enterococcus faecalis,time to ancestor Aeromonas hydrophila,time to ancestor Trichormus variabilis,time to ancestor Burkholderia mallei,time to ancestor Ovis aries,time to ancestor Methylococcus capsulatus,time to ancestor Caldanaerobacter subterraneus,time to ancestor Phytophthora infestans,time to ancestor Emiliania huxleyi,time to ancestor Paramecium tetraurelia,time to ancestor Entamoeba histolytica,time to ancestor Trichoplax adhaerens,time to ancestor Hydra vulgaris,time to ancestor Nematostella vectensis,time to ancestor Branchiostoma floridae,time to ancestor Petromyzon marinus,time to ancestor Takifugu rubripes,time to ancestor Anas platyrhynchos,time to ancestor Notamacropus eugenii,time to ancestor Felis catus,time to ancestor Aedes aegypti,time to ancestor Culex quinquefasciatus,time to ancestor Lottia gigantea,time to ancestor Brugia malayi,,UniRef90_all_counts,UniRef50_90_all_counts
88,744,Halalkalibacterium halodurans,Halalkalibacterium halodurans,Halalkalibacterium halodurans,0,86665,86665,Halalkalibacterium,Bacteria,,Bacillota,Bacilli,3618 MYA,744,10129,9781,5140,2040,3618,3618,3618,3618,3618,3618,3618,3618,1382,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1382,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1382,3134,0,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1382,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1382,4180,2607,3134,1566,1810,2908,3134,3134,3134,2908,3134,3618,3134,1382,3134,3618,3618,3618,3134,869,2936,3618,2936,3618,3618,1810,3134,3134,3134,3134,1810,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,5040.678611,2041.193894
96,715,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),Klebsiella pneumoniae,Klebsiella pneumoniae,573,272620,272620,Klebsiella,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,1714,382871,1449,641,172,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,0.0042,3618,3618,619,0.0042,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,0.0042,3134,166,3134,0,0.0042,213,3134,3618,3134,0.0042,49,3618,2439,2439,871,3618,3000,0.0042,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,0.0042,213,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,166,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,200537.4924,92857.73791
98,715,Enterobacter sp. (strain 638),Enterobacter sp.,Enterobacter,0,399742,399742,Enterobacter,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,721,191834,4323,1075,150,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,0.0011,3618,3618,619,0.0011,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,0.0011,3134,166,3134,0.0042,0,213,3134,3618,3134,0.0011,49,3618,2439,2439,871,3618,3000,0.0011,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,0.0034,213,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,166,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,38821.28315,6064.203882
99,715,Yersinia pestis bv. Antiqua (strain Nepal516),Yersinia pestis,Yersinia pestis,632,377628,377628,Yersinia,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,4596,24647,149,70,30,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,213,3618,3618,619,213,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,213,3134,213,3134,213,213,0,3134,3618,3134,213,49,3618,2439,2439,871,3618,3000,213,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,213,0.00017,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,213,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,5938.318722,2675.833188
111,698,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Nostoc sp.,Nostoc,0,103690,103690,Nostoc,Bacteria,,Cyanobacteria,Cyanophyceae,3618 MYA,734,176569,6427,3954,1086,3618,3618,3618,3618,3618,3618,3618,3618,2936,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,1373,3618,3618,3134,2936,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2936,3134,2936,3134,3134,3134,0,3618,2936,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2936,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2936,4180,2936,3134,2936,2936,2908,3134,3134,3134,2908,3134,3618,3134,2936,3134,3618,3618,3618,3134,2936,1373,3618,1373,3618,3618,2936,3134,3134,3134,3134,2936,3134,1373,3134,3618,3134,2936,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,130563.1803,33994.47718
113,692,Pan troglodytes (Chimpanzee),Pan troglodytes,Pan troglodytes,9598,,9598,Pan,Eukaryota,Animalia,Chordata,Mammalia,6.4 MYA,693,137053,102541,19953,5210,6.4,87,1530,87,1275,94,1275,686,3618,1530,1530,686,429,319,3618,15.2,3618,3618,352,3618,3618,94,28.8,1275,3618,3618,1275,3618,3618,1275,1275,1530,87,1275,3618,1275,94,1530,1530,1530,686,160,8.6,1530,352,686,686,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,0,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,94,3618,3618,1530,1530,1530,1530,661,685,685,581,563,429,319,160,94,686,686,686,686,,22646.45889,8499.680851
114,686,Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1),Mycoplasma pneumoniae,Mycoplasma pneumoniae,0,272634,272634,Mycoplasma,Bacteria,,Mycoplasmatota,Mollicutes,3618 MYA,695,773,687,670,322,3618,3618,3618,3618,3618,3618,3618,3618,2233,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,2233,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2233,3134,2233,3134,3134,3134,2936,3618,0,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2233,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2233,4180,2607,3134,2233,2233,2908,3134,3134,3134,2908,3134,3618,3134,2233,3134,3618,3618,3618,3134,2233,2936,3618,2936,3618,3618,2233,3134,3134,3134,3134,2233,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,554.2777778,284.7444444
118,678,Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696),Citrobacter koseri,Citrobacter koseri,545,,545,Citrobacter,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,683,42925,61651,14186,6568,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,102,3618,3618,619,102,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,102,3134,166,3134,0.0042,0.0011,213,3134,3618,3134,0,49,3618,2439,2439,871,3618,3000,6.00E-05,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,0.0034,213,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,166,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,11780.17337,6077.051916
119,672,Serratia proteamaculans (strain 568),Serratia proteamaculans,Serratia proteamaculans,28151,,28151,Serratia,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,673,22557,58383,7293,1693,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,49,3618,3618,619,49,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,49,4101,619,49,3134,49,3134,49,49,49,3134,3618,3134,49,0,3618,2439,2439,871,3618,3000,49,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,49,49,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,49,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,6410.871031,1573.126283
123,666,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),Yarrowia lipolytica,Yarrowia lipolytica,4952,,4952,Yarrowia,Eukaryota,Fungi,Ascomycota,Saccharomycetes,1275 MYA,668,17221,11428,8085,6042,1275,1275,1530,1275,334,1275,543,1275,3618,1530,1530,1275,1275,1275,3618,1275,3618,3618,1275,3618,3618,1275,1275,334,3618,3618,534,3618,3618,334,334,1530,1275,534,3618,534,1275,1530,1530,1530,1275,1275,1275,1530,1275,1275,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1275,3618,3618,3618,0,3618,3618,3618,334,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1275,3618,3618,1530,1530,1530,1530,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,,6770.262864,5216.232633
125,658,Sinorhizobium fredii (strain NBRC 101917 / NGR234),Sinorhizobium fredii,Sinorhizobium fredii,0,394,394,Sinorhizobium,Bacteria,,Pseudomonadota,Alphaproteobacteria,3618 MYA,676,56354,6244,3393,1305,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,67,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,0,201,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,593,1377,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,1042,1194,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,15372.50959,6647.907241
126,654,Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens,Agrobacterium fabrum,Agrobacterium,0,176299,176299,Agrobacterium,Bacteria,,Pseudomonadota,Alphaproteobacteria,3618 MYA,654,18292,1552,1224,695,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,201,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,201,0,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,593,1377,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,1042,1194,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,5158.709426,1480.278268
127,654,Shewanella oneidensis (strain MR-1),Shewanella oneidensis,Shewanella oneidensis,0,211586,211586,Shewanella,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,658,7947,3983,3149,1372,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,871,3618,3618,871,871,3618,3618,3618,3134,3618,3618,871,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,871,4101,871,871,3134,871,3134,871,871,871,3134,3618,3134,871,871,3618,2439,2439,0,3618,3000,871,3618,3134,1481,2849,1993,871,1940,3134,2439,2439,2439,871,3134,4180,3134,1778,3134,3134,3134,871,871,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,871,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,579,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1089.958667,509.8331047
128,653,Debaryomyces hansenii,Debaryomyces hansenii,Debaryomyces hansenii,4959,,4959,Debaryomyces,Eukaryota,Fungi,Ascomycota,Saccharomycetes,1275 MYA,656,5835,6383,4928,1518,1275,1275,1530,1275,235,1275,543,1275,3618,1530,1530,1275,1275,1275,3618,1275,3618,3618,1275,3618,3618,1275,1275,121,3618,3618,534,3618,3618,235,235,1530,1275,534,3618,534,1275,1530,1530,1530,1275,1275,1275,1530,1275,1275,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1275,3618,3618,3618,334,3618,3618,3618,0,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1275,3618,3618,1530,1530,1530,1530,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,,4898.008207,1495.96651
133,622,Treponema pallidum (strain Nichols),Treponema pallidum,Treponema pallidum,0,243276,243276,Treponema,Bacteria,,Spirochaetota,Spirochaetia,3618 MYA,797,3869,976,818,687,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,3000,3618,3618,3000,3000,3618,3618,3618,3134,3618,3618,3000,3134,3618,3618,3618,3618,3618,3000,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,3000,4101,3000,3000,3134,3000,3134,3000,3000,3000,3134,3618,3134,3000,3000,3618,3000,3000,3000,3618,0,3000,3618,3134,3000,3000,3000,3000,3000,3134,3000,3000,3000,3000,3134,4180,3134,3000,3134,3134,3134,3000,3000,3000,3134,3000,3618,3000,3134,3000,3618,3618,3618,3000,3134,3134,3618,3134,3618,3618,3134,3000,3000,3000,3000,3134,3000,3134,3000,3618,3000,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1641.015041,1232.460884
134,622,Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii),Cronobacter sakazakii,Cronobacter sakazakii,28141,,28141,Cronobacter,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,627,36881,125231,12816,4920,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,102,3618,3618,619,102,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,102,3134,166,3134,0.0042,0.0011,213,3134,3618,3134,6.00E-05,49,3618,2439,2439,871,3618,3000,0,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,0.0034,213,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,166,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,12283.60329,4886.956426
135,622,Methanothermobacter thermautotrophicus,Methanothermobacter thermautotrophicus,Methanothermobacter thermautotrophicus,145262,,145262,Methanothermobacter,Archaea,Euryarchaeota,,Methanobacteria,3618 MYA,657,4624,5210,2057,1108,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2971,3618,3618,3618,3618,3618,3618,3618,3465,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,0,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3465,3618,3618,3618,3551,3618,3618,3618,3618,3618,3551,3618,3465,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1493.384029,722.3704949
136,621,Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e),Listeria monocytogenes,Listeria monocytogenes,1639,169963,169963,Listeria,Bacteria,,Bacillota,Bacilli,3618 MYA,2337,94284,638,507,307,3618,3618,3618,3618,3618,3618,3618,3618,1294,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1429,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1294,3134,1382,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,0,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1294,4180,2607,3134,1382,1810,2908,3134,3134,3134,2908,3134,3618,3134,1294,3134,3618,3618,3618,3134,1382,2936,3618,2936,3618,3618,1810,3134,3134,3134,3134,1810,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,19081.18812,8497.752448
137,618,Pseudomonas aeruginosa (strain UCBPP-PA14),Pseudomonas aeruginosa,Pseudomonas aeruginosa,287,208963,208963,Pseudomonas,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,3744,311978,1402,636,282,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1481,3618,3618,1481,1481,3618,3618,3618,3134,3618,3618,1481,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1481,4101,1481,1481,3134,1481,3134,1481,1481,1481,3134,3618,3134,1481,1481,3618,2439,2439,1481,3618,3000,1481,3618,3134,0,2849,1993,1481,1940,3134,2439,2439,2439,1481,3134,4180,3134,1778,3134,3134,3134,1481,1481,1778,3134,1993,3618,1993,3134,1306,3618,3618,3618,1481,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,1481,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,123251.1255,42871.9708
141,612,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Helicobacter pylori,Helicobacter pylori,210,85962,85962,Helicobacter,Bacteria,,Campylobacterota,Campylobacteria,3618 MYA,2274,898449,1340,876,719,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2849,3618,3618,2849,2849,3618,3618,3618,3134,3618,3618,2849,3134,3618,3618,3618,3618,3618,2849,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2849,4101,2849,2849,3134,2849,3134,2849,2849,2849,3134,3618,3134,2849,2849,3618,2849,2849,2849,3618,3000,2849,3618,3134,2849,0,2849,2849,2849,3134,2849,2849,2849,2849,3134,4180,3134,2849,3134,3134,3134,2849,2849,2849,3134,2849,3618,2849,3134,2849,3618,3618,3618,2849,3134,3134,3618,3134,3618,3618,3134,2849,1104,2849,2849,3134,2849,3134,2849,3618,2849,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,96234.29539,23751.62029
143,603,Ralstonia solanacearum (strain GMI1000) (Pseudomonas solanacearum),Ralstonia solanacearum,Ralstonia solanacearum,305,,305,Ralstonia,Bacteria,,Pseudomonadota,Betaproteobacteria,3618 MYA,618,112405,159477,33198,15001,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1993,3618,3618,1993,1993,3618,3618,3618,3134,3618,3618,1993,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1993,4101,1993,1993,3134,1993,3134,1993,1993,1993,3134,3618,3134,1993,1993,3618,2439,2439,1993,3618,3000,1993,3618,3134,1993,2849,0,1993,1993,3134,2439,2439,2439,1993,3134,4180,3134,1993,3134,3134,3134,1993,1993,1993,3134,1386,3618,744,3134,1993,3618,3618,3618,1993,3134,3134,3618,3134,3618,3618,3134,228,2849,2439,2439,3134,1993,3134,430,3618,1993,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,28782.8024,13741.2036
